"Protein_id","short.name","mRNA_ID","b.name","start.point","stop.point","length","operon.name"
"YP_003047052.1","zraP","ECB_03879","b4002",419928,419971,43,"brnQ-proY"
"YP_003047053.1","zraS","ECB_03880","b4003",419994,420134,140,"brnQ-proY"
"YP_003047054.1","zraR","ECB_03881","b4004",420134,420266,132,"brnQ-proY"
"YP_003047055.1","purD","ECB_03882","b4005",420266,420395,129,"brnQ-proY"
"YP_003047056.1","purH","ECB_03883","b4006",420396,420555,159,"brnQ-proY"
"YP_003047057.1","yjaB","ECB_03884","b4012",421170,421214,44,"brnQ-proY"
"YP_003047058.1","metA","ECB_03885","b4013",421230,421323,93,"brnQ-proY"
"YP_003047059.1","aceB","ECB_03886","b4014",421350,421510,160,"brnQ-proY"
"YP_003047060.1","aceA","ECB_03887","b4015",421513,421643,130,"brnQ-proY"
"YP_003047061.1","aceK","ECB_03888","b4016",421661,421835,174,"brnQ-proY"
"YP_003047062.1","iclR","ECB_03890","b4018",422082,422165,83,"brnQ-proY"
"YP_003047063.1","metH","ECB_03891","b4019",422185,422553,368,"no_op"
"YP_003047064.1","yjbB","ECB_03892","b4020",422575,422738,163,"malZ"
"YP_003047065.1","pepE","ECB_03893","b4021",422747,422816,69,"malZ"
"YP_003047066.1","yjbC","ECB_03894","b4022",0,0,0,"no_op"
"YP_003047067.1","yjbD","ECB_03895","b4023",422938,422965,27,"malZ"
"YP_003047068.1","lysC","ECB_03896","b4024",422990,423125,135,"malZ"
"YP_003047069.1","pgi","ECB_03897","b4025",423178,423343,165,"malZ"
"YP_003047070.1","yjbE","ECB_03898","b4026",423392,423417,25,"malZ"
"YP_003047071.1","yjbF","ECB_03899","b4027",423428,423492,64,"malZ"
"YP_003047072.1","yjbG","ECB_03900","b4028",423492,423565,73,"malZ"
"YP_003047073.1","yjbH","ECB_03901","b4029",423565,423775,210,"malZ"
"YP_003047074.1","yjbA","ECB_03902","b4030",0,0,0,"no_op"
"YP_003047075.1","xylE","ECB_03903","b4031",423880,424027,147,"malZ"
"YP_003047076.1","malG","ECB_03904","b4032",424064,424153,89,"malZ"
"YP_003047077.1","malF","ECB_03905","b4033",424155,424309,154,"malZ"
"YP_003047078.1","malE","ECB_03906","b4034",424325,424444,119,"no_op"
"YP_003047079.1","malK","ECB_03907","b4035",424480,424592,112,"acpH"
"YP_003047080.1","lamB","ECB_03908","b4036",424599,424733,134,"acpH"
"YP_003047081.1","malM","ECB_03909","b4037",424757,424849,92,"acpH"
"YP_003047083.1","ubiC","ECB_03911","b4039",425052,425102,50,"queA"
"YP_003047084.1","ubiA","ECB_03912","b4040",425103,425191,88,"queA"
"YP_003047085.1","plsB","ECB_03913","b4041",425206,425448,242,"queA"
"YP_003047086.1","dgkA","ECB_03914","b4042",425466,425502,36,"queA"
"YP_003045298.1","spr","ECB_02105","b4043",0,0,0,"no_op"
"YP_003047087.1","lexA","ECB_03915","b4043",425513,425574,61,"queA"
"YP_003047088.1","dinF","ECB_03916","b4044",425576,425714,138,"queA"
"YP_003047089.1","yjbJ","ECB_03917","b4045",425726,425746,20,"queA"
"YP_003047090.1","zur","ECB_03918","b4046",425751,425802,51,"queA"
"YP_003047091.1","yjbL","ECB_03919","b4047",425834,425859,25,"queA"
"YP_003047092.1","yjbM","ECB_03920","b4048",425862,425932,70,"queA"
"YP_003047093.1","yjbN","ECB_03921","b4049",0,0,0,"no_op"
"YP_003047094.1","pspG","ECB_03922","b4050",426086,426110,24,"no_op"
"YP_003047095.1","qor","ECB_03923","b4051",426127,426225,98,"no_op"
"YP_003047096.1","dnaB","ECB_03924","b4052",426233,426375,142,"tgt-yajC-secDF"
"YP_003047097.1","alr","ECB_03925","b4053",426380,426488,108,"tgt-yajC-secDF"
"YP_003047098.1","tyrB","ECB_03926","b4054",426513,426633,120,"tgt-yajC-secDF"
"YP_003047099.1","aphA","ECB_03927","b4055",426743,426815,72,"tgt-yajC-secDF"
"YP_003047100.1","yjbQ","ECB_03928","b4056",426826,426867,41,"tgt-yajC-secDF"
"YP_003047101.1","yjbR","ECB_03929","b4057",426868,426903,35,"tgt-yajC-secDF"
"YP_003047102.1","uvrA","ECB_03930","b4058",426907,427189,282,"tgt-yajC-secDF"
"YP_003047103.1","ssb","ECB_03931","b4059",427214,427268,54,"tgt-yajC-secDF"
"YP_003047104.1","yjcB","ECB_03932","b4060",427278,427306,28,"tgt-yajC-secDF"
"YP_003047105.1","soxS","ECB_03934","b4062",427508,427540,32,"tgt-yajC-secDF"
"YP_003047106.1","soxR","ECB_03935","b4063",427549,427595,46,"tgt-yajC-secDF"
"YP_003047107.1","yjcD","ECB_03936","b4064",0,0,0,"no_op"
"YP_003047108.1","yjcE","ECB_03937","b4065",427800,427965,165,"tgt-yajC-secDF"
"YP_003047109.1","yjcF","ECB_03938","b4066",427980,428109,129,"tgt-yajC-secDF"
"YP_003047110.1","actP","ECB_03939","b4067",428127,428292,165,"tgt-yajC-secDF"
"YP_003047111.1","yjcH","ECB_03940","b4068",428292,428323,31,"tgt-yajC-secDF"
"YP_003047112.1","acs","ECB_03941","b4069",428343,428539,196,"tgt-yajC-secDF"
"YP_003047113.1","nrfA","ECB_03942","b4070",428578,428722,144,"tgt-yajC-secDF"
"YP_003047114.1","nrfB","ECB_03943","b4071",428726,428783,57,"tgt-yajC-secDF"
"YP_003047115.1","nrfC","ECB_03944","b4072",428783,428850,67,"tgt-yajC-secDF"
"YP_003047116.1","nrfD","ECB_03945","b4073",428849,428945,96,"tgt-yajC-secDF"
"YP_003047117.1","nrfE","ECB_03946","b4074",428953,429119,166,"tgt-yajC-secDF"
"YP_003047118.1","nrfF","ECB_03947","b4075",429118,429156,38,"tgt-yajC-secDF"
"YP_003047119.1","nrfG","ECB_03948","b4076",429156,429216,60,"tgt-yajC-secDF"
"YP_003047120.1","gltP","ECB_03949","b4077",429250,429381,131,"tgt-yajC-secDF"
"YP_003047121.1","yjcO","ECB_03950","b4078",429445,429514,69,"tgt-yajC-secDF"
"YP_003047122.1","fdhF","ECB_03951","b4079",429524,429738,214,"tgt-yajC-secDF"
"YP_003047123.1","yjcP","ECB_03952","b4080",0,0,0,"no_op"
"YP_003047124.1","yjcQ","ECB_03953","b4081",0,0,0,"no_op"
"YP_003047125.1","yjcR","ECB_03954","b4082",0,0,0,"no_op"
"YP_003047126.1","yjcS","ECB_03955","b4083",430263,430462,199,"tgt-yajC-secDF"
"YP_003047127.1","alsK","ECB_03956","b4084",430489,430582,93,"no_op"
"YP_003047128.1","alsE","ECB_03957","b4085",430580,430650,70,"no_op"
"YP_003047129.1","alsC","ECB_03958","b4086",430651,430749,98,"yajD"
"YP_003047130.1","alsA","ECB_03959","b4087",430747,430900,153,"yajD"
"YP_003047131.1","alsB","ECB_03960","b4088",430913,431006,93,"no_op"
"YP_003047132.1","rpiR","ECB_03961","b4089",431012,431101,89,"no_op"
"YP_003047133.1","rpiB","ECB_03962","b4090",431137,431182,45,"tsx"
"YP_003047135.1","phnP","ECB_03964","b4092",431236,431312,76,"tsx"
"YP_003047136.1","phnO","ECB_03965","b4093",431312,431356,44,"tsx"
"YP_003047137.1","phnN","ECB_03966","b4094",431354,431410,56,"tsx"
"YP_003047138.1","phnM","ECB_03967","b4095",431410,431524,114,"tsx"
"YP_003047139.1","phnL","ECB_03968","b4096",431523,431591,68,"tsx"
"YP_003047140.1","phnK","ECB_03969","b4097",431602,431678,76,"tsx"
"YP_003047141.1","phnJ","ECB_03970","b4098",431678,431762,84,"tsx"
"YP_003047142.1","phnI","ECB_03971","b4099",431762,431868,106,"tsx"
"YP_003047143.1","phnH","ECB_03972","b4100",431868,431927,59,"tsx"
"YP_003047144.1","phnG","ECB_03973","b4101",431926,431971,45,"tsx"
"YP_003047145.1","phnF","ECB_03974","b4102",431972,432044,72,"no_op"
"YP_003047147.1","phnD","ECB_03976","b4105",432135,432237,102,"no_op"
"YP_003047148.1","phnC","ECB_03977","b4106",432240,432318,78,"no_op"
"YP_003047149.1","phnB","ECB_03978","b4107",0,0,0,"no_op"
"YP_003047150.1","phnA","ECB_03979","b4108",0,0,0,"no_op"
"YP_003047151.1","yjdA","ECB_03980","b4109",0,0,0,"no_op"
"YP_003047152.1","yjcZ","ECB_03981","b4110",432738,432826,88,"yajI"
"YP_003047153.1","proP","ECB_03982","b4111",432852,433002,150,"no_op"
"YP_003047154.1","basS","ECB_03983","b4112",433020,433129,109,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047155.1","basR","ECB_03984","b4113",433130,433197,67,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047156.1","yjdB","ECB_03985","b4114",0,0,0,"no_op"
"YP_003047157.1","yjdE","ECB_03986","b4115",0,0,0,"no_op"
"YP_003047158.1","adiY","ECB_03987","b4116",433519,433595,76,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047159.1","adiA","ECB_03988","b4117",433627,433854,227,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047160.1","melR","ECB_03989","b4118",433874,433965,91,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047161.1","melA","ECB_03990","b4119",433993,434128,135,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047162.1","melB","ECB_03991","b4120",434139,434281,142,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047163.1","yjdF","ECB_03992","b4121",434295,434358,63,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047164.1","fumB","ECB_03993","b4122",434370,434534,164,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047165.1","dcuB","ECB_03994","b4123",434542,434676,134,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047166.1","dcuR","ECB_03995","b4124",434733,434805,72,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047167.1","yjdI","ECB_03997","b4126",434986,435009,23,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047168.1","yjdJ","ECB_03998","b4127",435010,435038,28,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047169.1","yjdK","ECB_03999","b4128",0,0,0,"no_op"
"YP_003047170.1","lysU","ECB_04000","b4129",435122,435274,152,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047171.1","yjdL","ECB_04001","b4130",435297,435443,146,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047172.1","cadA","ECB_04002","b4131",435449,435664,215,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047173.1","cadB","ECB_04003","b4132",435672,435805,133,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047174.1","cadC","ECB_04004","b4133",435841,435995,154,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047175.1","yjdC","ECB_04005","b4135",436075,436133,58,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047176.1","dipZ","ECB_04006","b4136",436136,436306,170,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047177.1","cutA","ECB_04007","b4137",436304,436337,33,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047178.1","dcuA","ECB_04008","b4138",436349,436479,130,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047179.1","aspA","ECB_04009","b4139",436491,436635,144,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047180.1","fxsA","ECB_04010","b4140",436668,436716,48,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047181.1","yjeH","ECB_04011","b4141",436717,436843,126,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003047182.1","groES","ECB_04012","b4142",0,0,0,"no_op"
"YP_003047183.1","groEL","ECB_04013","b4143",0,0,0,"no_op"
"YP_003047184.1","yjeI","ECB_04014","b4144",437083,437118,35,"no_op"
"YP_003047185.1","yjeJ","ECB_04015","b4145",437138,437225,87,"no_op"
"YP_003047186.1","yjeK","ECB_04016","b4146",0,0,0,"no_op"
"YP_003047187.1","efp","ECB_04017","b4147",437372,437428,56,"xseB-ispA-dxs-yajO"
"YP_003047190.1","sugE","ECB_04020","b4148",437489,437521,32,"xseB-ispA-dxs-yajO"
"YP_003047191.1","blc","ECB_04021","b4149",437521,437574,53,"xseB-ispA-dxs-yajO"
"YP_003047192.1","ampC","ECB_04022","b4150",437583,437696,113,"xseB-ispA-dxs-yajO"
"YP_003047193.1","frdD","ECB_04023","b4151",437703,437738,35,"xseB-ispA-dxs-yajO"
"YP_003047194.1","frdC","ECB_04024","b4152",437740,437779,39,"xseB-ispA-dxs-yajO"
"YP_003047195.1","frdB","ECB_04025","b4153",437780,437854,74,"xseB-ispA-dxs-yajO"
"YP_003047196.1","frdA","ECB_04026","b4154",437853,438034,181,"xseB-ispA-dxs-yajO"
"YP_003047197.1","yjeA","ECB_04027","b4155",0,0,0,"no_op"
"YP_003047198.1","yjeM","ECB_04028","b4156",438186,438336,150,"xseB-ispA-dxs-yajO"
"YP_003047199.1","yjeP","ECB_04029","b4159",0,0,0,"no_op"
"YP_003047200.1","psd","ECB_04030","b4160",438741,438838,97,"xseB-ispA-dxs-yajO"
"YP_003047201.1","yjeQ","ECB_04031","b4161",0,0,0,"no_op"
"YP_003047202.1","orn","ECB_04032","b4162",438962,439017,55,"xseB-ispA-dxs-yajO"
"YP_003047203.1","yjeS","ECB_04033","b4166",0,0,0,"no_op"
"YP_003047204.1","yjeF","ECB_04034","b4167",439208,439363,155,"xseB-ispA-dxs-yajO"
"YP_003047205.1","yjeE","ECB_04035","b4168",0,0,0,"no_op"
"YP_003047206.1","amiB","ECB_04036","b4169",439408,439542,134,"xseB-ispA-dxs-yajO"
"YP_003047207.1","mutL","ECB_04037","b4170",439543,439728,185,"xseB-ispA-dxs-yajO"
"YP_003047208.1","miaA","ECB_04038","b4171",439727,439822,95,"xseB-ispA-dxs-yajO"
"YP_003047209.1","hfq","ECB_04039","b4172",439831,439861,30,"xseB-ispA-dxs-yajO"
"YP_003047210.1","hflX","ECB_04040","b4173",439869,439997,128,"xseB-ispA-dxs-yajO"
"YP_003047211.1","hflK","ECB_04041","b4174",440006,440132,126,"xseB-ispA-dxs-yajO"
"YP_003047212.1","hflC","ECB_04042","b4175",440132,440232,100,"xseB-ispA-dxs-yajO"
"YP_003047213.1","yjeT","ECB_04043","b4176",440240,440260,20,"xseB-ispA-dxs-yajO"
"YP_003047214.1","purA","ECB_04044","b4177",440271,440400,129,"xseB-ispA-dxs-yajO"
"YP_003047215.1","yjeB","ECB_04045","b4178",0,0,0,"no_op"
"YP_003047216.1","rnr","ECB_04046","b4179",440467,440711,244,"xseB-ispA-dxs-yajO"
"YP_003047217.1","yjfH","ECB_04047","b4180",0,0,0,"no_op"
"YP_003047218.1","yjfI","ECB_04048","b4181",440815,440855,40,"xseB-ispA-dxs-yajO"
"YP_003047219.1","yjfJ","ECB_04049","b4182",440857,440927,70,"xseB-ispA-dxs-yajO"
"YP_003047220.1","yjfK","ECB_04050","b4183",440932,440998,66,"xseB-ispA-dxs-yajO"
"YP_003047221.1","yjfL","ECB_04051","b4184",441000,441040,40,"xseB-ispA-dxs-yajO"
"YP_003047222.1","yjfM","ECB_04052","b4185",441041,441104,63,"xseB-ispA-dxs-yajO"
"YP_003047223.1","yjfC","ECB_04053","b4186",441105,441221,116,"xseB-ispA-dxs-yajO"
"YP_003047224.1","aidB","ECB_04054","b4187",441229,441392,163,"no_op"
"YP_003047225.1","yjfN","ECB_04055","b4188",441404,441431,27,"no_op"
"YP_003047226.1","yjfO","ECB_04056","b4189",0,0,0,"no_op"
"YP_003047227.1","yjfP","ECB_04057","b4190",441497,441572,75,"no_op"
"YP_003047228.1","yjfQ","ECB_04058","b4191",0,0,0,"no_op"
"YP_003047229.1","yjfR","ECB_04059","b4192",0,0,0,"no_op"
"YP_003047230.1","ulaA","ECB_04060","b4193",441800,441940,140,"thiI"
"YP_003047231.1","sgaB","ECB_04061","b4194",0,0,0,"no_op"
"YP_003047232.1","ptxA","ECB_04062","b4195",0,0,0,"no_op"
"YP_003047233.1","ulaD","ECB_04063","b4196",442020,442085,65,"thiI"
"YP_003047234.1","sgaU","ECB_04064","b4197",0,0,0,"no_op"
"YP_003047235.1","sgaE","ECB_04065","b4198",0,0,0,"no_op"
"YP_003047236.1","yjfY","ECB_04066","b4199",442253,442281,28,"thiI"
"YP_003047237.1","rpsF","ECB_04067","b4200",442314,442353,39,"thiI"
"YP_003047238.1","priB","ECB_04068","b4201",442354,442385,31,"thiI"
"YP_003047239.1","rpsR","ECB_04069","b4202",442386,442408,22,"thiI"
"YP_003047240.1","rplI","ECB_04070","b4203",442413,442458,45,"thiI"
"YP_003047248.1","ytfB","ECB_04078","b4206",442610,442674,64,"thiI"
"YP_003047249.1","fklB","ECB_04079","b4207",442695,442757,62,"thiI"
"YP_003047250.1","cycA","ECB_04080","b4208",442788,442929,141,"thiI"
"YP_003047251.1","ytfE","ECB_04081","b4209",442934,443000,66,"no_op"
"YP_003047252.1","ytfF","ECB_04082","b4210",443011,443108,97,"no_op"
"YP_003047253.1","ytfG","ECB_04083","b4211",443118,443204,86,"panE-yajL"
"YP_003047254.1","ytfH","ECB_04084","b4212",443213,443251,38,"panE-yajL"
"YP_003047255.1","cpdB","ECB_04085","b4213",443264,443458,194,"panE-yajL"
"YP_003047256.1","cysQ","ECB_04086","b4214",443477,443551,74,"panE-yajL"
"YP_003047257.1","ytfJ","ECB_04087","b4216",443673,443728,55,"panE-yajL"
"YP_003047258.1","ytfK","ECB_04088","b4217",443761,443781,20,"panE-yajL"
"YP_003047259.1","ytfL","ECB_04089","b4218",443789,443923,134,"panE-yajL"
"YP_003047260.1","msrA","ECB_04090","b4219",443956,444019,63,"panE-yajL"
"YP_003047261.1","ytfM","ECB_04091","b4220",0,0,0,"no_op"
"YP_003047262.1","ytfN","ECB_04092","b4221",0,0,0,"no_op"
"YP_003047265.1","ppa","ECB_04095","b4226",444714,444767,53,"yajQ"
"YP_003047266.1","ytfQ","ECB_04096","b4227",444798,444894,96,"yajQ"
"YP_003047268.1","ytfT","ECB_04098","b4230",445059,445161,102,"yajQ"
"YP_003047269.1","yjfF","ECB_04099","b4231",445160,445260,100,"no_op"
"YP_003047270.1","fbp","ECB_04100","b4232",445263,445363,100,"no_op"
"YP_003047271.1","mpl","ECB_04101","b4233",445380,445518,138,"yajR"
"YP_003047272.1","yjgA","ECB_04102","b4234",445533,445588,55,"yajR"
"YP_003047273.1","pmbA","ECB_04103","b4235",445598,445733,135,"yajR"
"YP_003047274.1","nrdG","ECB_04105","b4237",445792,445838,46,"yajR"
"YP_003047275.1","nrdD","ECB_04106","b4238",445854,446068,214,"yajR"
"YP_003047276.1","treC","ECB_04107","b4239",446107,446273,166,"yajR"
"YP_003047277.1","treB","ECB_04108","b4240",446278,446420,142,"yajR"
"YP_003047278.1","treR","ECB_04109","b4241",446432,446526,94,"yajR"
"YP_003047279.1","mgtA","ECB_04110","b4242",446564,446834,270,"no_op"
"YP_003047280.1","yjgF","ECB_04111","b4243",0,0,0,"no_op"
"YP_003047281.1","pyrI","ECB_04112","b4244",446900,446947,47,"cyoABCDE"
"YP_003047282.1","pyrB","ECB_04113","b4245",446948,447041,93,"cyoABCDE"
"YP_003047283.1","pyrL","ECB_04114","b4246",447042,447055,13,"cyoABCDE"
"YP_003047284.1","yjgH","ECB_04115","b4248",447083,447123,40,"cyoABCDE"
"YP_003047285.1","yjgI","ECB_04116","b4249",0,0,0,"no_op"
"YP_003047286.1","yjgJ","ECB_04117","b4251",0,0,0,"no_op"
"YP_003047287.1","yjgK","ECB_04118","b4252",0,0,0,"no_op"
"YP_003047288.1","yjgL","ECB_04119","b4253",447346,447527,181,"cyoABCDE"
"YP_003047289.1","argI","ECB_04120","b4254",447533,447633,100,"cyoABCDE"
"YP_003047290.1","yjgD","ECB_04121","b4255",0,0,0,"no_op"
"YP_003047291.1","yjgM","ECB_04122","b4256",447705,447756,51,"cyoABCDE"
"YP_003047292.1","yjgN","ECB_04123","b4257",447775,447894,119,"cyoABCDE"
"YP_003047293.1","valS","ECB_04124","b4258",447900,448186,286,"cyoABCDE"
"YP_003047294.1","holC","ECB_04125","b4259",448186,448230,44,"cyoABCDE"
"YP_003047295.1","pepA","ECB_04126","b4260",448246,448397,151,"cyoABCDE"
"YP_003047296.1","yjgP","ECB_04127","b4261",0,0,0,"no_op"
"YP_003047297.1","yjgQ","ECB_04128","b4262",0,0,0,"no_op"
"YP_003047298.1","yjgR","ECB_04129","b4263",448658,448808,150,"cyoABCDE"
"YP_003047299.1","idnR","ECB_04130","b4264",448816,448916,100,"cyoABCDE"
"YP_003047300.1","idnT","ECB_04131","b4265",448922,449054,132,"cyoABCDE"
"YP_003047301.1","idnO","ECB_04132","b4266",449061,449137,76,"cyoABCDE"
"YP_003047302.1","idnD","ECB_04133","b4267",449139,449242,103,"cyoABCDE"
"YP_003047303.1","idnK","ECB_04134","b4268",449264,449320,56,"cyoABCDE"
"YP_003047304.1","yjgB","ECB_04135","b4269",0,0,0,"no_op"
"YP_003047306.1","yjgW","ECB_04137","b4274",449762,449795,33,"cyoABCDE"
"YP_003047307.1","yjgZ","ECB_04139","b4277",449928,449961,33,"cyoABCDE"
"YP_003047308.1","insG","ECB_04140","b4278",450012,450145,133,"cyoABCDE"
"YP_003047309.1","yjhB","ECB_04141","b4279",450208,450329,121,"cyoABCDE"
"YP_003047310.1","yjhC","ECB_04142","b4280",450331,450442,111,"cyoABCDE"
"YP_003047318.1","fecE","ECB_04153","b4287",450871,450948,77,"cyoABCDE"
"YP_003047319.1","fecD","ECB_04154","b4288",450948,451043,95,"cyoABCDE"
"YP_003047320.1","fecC","ECB_04155","b4289",451043,451143,100,"cyoABCDE"
"YP_003047321.1","fecB","ECB_04156","b4290",451142,451233,91,"cyoABCDE"
"YP_003047322.1","fecA","ECB_04157","b4291",451237,451470,233,"cyoABCDE"
"YP_003047323.1","fecR","ECB_04158","b4292",451478,451574,96,"cyoABCDE"
"YP_003047324.1","fecI","ECB_04159","b4293",451573,451625,52,"no_op"
"YP_003047329.1","sgcR","ECB_04165","b4300",452412,452491,79,"yajG-ampG"
"YP_003047330.1","sgcE","ECB_04166","b4301",452492,452556,64,"yajG-ampG"
"YP_003047331.1","sgcA","ECB_04167","b4302",452557,452600,43,"yajG-ampG"
"YP_003047332.1","sgcQ","ECB_04168","b4303",452613,452694,81,"yajG-ampG"
"YP_003047333.1","sgcC","ECB_04169","b4304",452695,452826,131,"yajG-ampG"
"YP_003047335.1","sgcX","ECB_04171","b4305",452855,452967,112,"yajG-ampG"
"YP_003047336.1","yjhP","ECB_04172","b4306",453046,453120,74,"yajG-ampG"
"YP_003047337.1","yjhQ","ECB_04173","b4307",453126,453180,54,"yajG-ampG"
"YP_003047339.1","yjhS","ECB_04176","b4309",0,0,0,"no_op"
"YP_003047340.1","yjhT","ECB_04177","b4310",0,0,0,"no_op"
"YP_003047341.1","yjhA","ECB_04178","b4311",0,0,0,"no_op"
"YP_003047344.1","fimE","ECB_04182","b4313",454006,454065,59,"yajG-ampG"
"YP_003047345.1","fimA","ECB_04183","b4314",454113,454168,55,"no_op"
"YP_003047346.1","fimI","ECB_04184","b4315",454175,454229,54,"no_op"
"YP_003047347.1","fimC","ECB_04185","b4316",454232,454305,73,"no_op"
"YP_003047348.1","fimD","ECB_04186","b4317",454311,454575,264,"no_op"
"YP_003047349.1","fimF","ECB_04187","b4318",454576,454629,53,"bolA"
"YP_003047350.1","fimG","ECB_04188","b4319",454630,454681,51,"bolA"
"YP_003047351.1","fimH","ECB_04189","b4320",454683,454773,90,"bolA"
"YP_003047352.1","gntP","ECB_04190","b4321",454797,454931,134,"no_op"
"YP_003047353.1","uxuA","ECB_04191","b4322",454965,455084,119,"no_op"
"YP_003047354.1","uxuB","ECB_04192","b4323",455092,455238,146,"no_op"
"YP_003047355.1","uxuR","ECB_04193","b4324",455259,455337,78,"tig"
"YP_003047356.1","yjiC","ECB_04194","b4325",455351,455434,83,"tig"
"YP_003047357.1","iraD","ECB_04195","b4326",455501,455540,39,"tig"
"YP_003047358.1","yjiE","ECB_04196","b4327",0,0,0,"no_op"
"YP_003047359.1","iadA","ECB_04197","b4328",455637,455754,117,"tig"
"YP_003047360.1","yjiG","ECB_04198","b4329",455756,455802,46,"tig"
"YP_003047361.1","yjiH","ECB_04199","b4330",455802,455870,68,"tig"
"YP_003047362.1","kptA","ECB_04200","b4331",455895,455950,55,"tig"
"YP_003047363.1","yjiJ","ECB_04201","b4332",455952,456069,117,"tig"
"YP_003047364.1","yjiK","ECB_04202","b4333",456076,456173,97,"tig"
"YP_003047365.1","yjiL","ECB_04203","b4334",456194,456271,77,"tig"
"YP_003047366.1","yjiM","ECB_04204","b4335",456272,456387,115,"tig"
"YP_003047367.1","yjiN","ECB_04205","b4336",456398,456526,128,"no_op"
"YP_003047368.1","yjiO","ECB_04206","b4337",0,0,0,"no_op"
"YP_003047372.1","mcrC","ECB_04211","b4345",457493,457598,105,"clpPX-lon"
"YP_003047373.1","mcrB","ECB_04212","b4346",457598,457736,138,"clpPX-lon"
"YP_003047374.1","yjiW","ECB_04213","b4347",0,0,0,"no_op"
"YP_003047375.1","hsdS","ECB_04214","b4348",457809,457948,139,"clpPX-lon"
"YP_003047376.1","hsdM","ECB_04215","b4349",457948,458107,159,"clpPX-lon"
"YP_003047377.1","hsdR","ECB_04216","b4350",458127,458483,356,"clpPX-lon"
"YP_003047378.1","mrr","ECB_04217","b4351",458497,458588,91,"clpPX-lon"
"YP_003047379.1","yjiA","ECB_04218","b4352",458593,458688,95,"clpPX-lon"
"YP_003047380.1","yjiX","ECB_04219","b4353",458689,458710,21,"clpPX-lon"
"YP_003047381.1","yjiY","ECB_04220","b4354",458715,458930,215,"clpPX-lon"
"YP_003047393.1","tsr","ECB_04232","b4355",458968,459133,165,"clpPX-lon"
"YP_003047394.1","yjiZ","ECB_04233","b4356",0,0,0,"no_op"
"YP_003047395.1","yjjN","ECB_04235","b4358",459401,459503,102,"clpPX-lon"
"YP_003047396.1","mdoB","ECB_04236","b4359",0,0,0,"no_op"
"YP_003047397.1","yjjA","ECB_04237","b4360",459771,459821,50,"clpPX-lon"
"YP_003047398.1","dnaC","ECB_04238","b4361",459826,459899,73,"clpPX-lon"
"YP_003047399.1","dnaT","ECB_04239","b4362",459900,459954,54,"clpPX-lon"
"YP_003047400.1","yjjB","ECB_04240","b4363",459964,459997,33,"clpPX-lon"
"YP_003047401.1","yjjP","ECB_04241","b4364",460011,460088,77,"clpPX-lon"
"YP_003047402.1","yjjQ","ECB_04242","b4365",460150,460222,72,"clpPX-lon"
"YP_003047403.1","bglJ","ECB_04243","b4366",460218,460286,68,"clpPX-lon"
"YP_003047404.1","fhuF","ECB_04244","b4367",460289,460368,79,"clpPX-lon"
"YP_003047406.1","rsmC","ECB_04246","b4371",460469,460572,103,"clpPX-lon"
"YP_003047407.1","holD","ECB_04247","b4372",460582,460623,41,"clpPX-lon"
"YP_003047408.1","rimI","ECB_04248","b4373",460620,460665,45,"clpPX-lon"
"YP_003047409.1","yjjG","ECB_04249","b4374",460666,460734,68,"clpPX-lon"
"YP_003047410.1","prfC","ECB_04250","b4375",460743,460902,159,"clpPX-lon"
"YP_003047411.1","osmY","ECB_04251","b4376",460941,461002,61,"clpPX-lon"
"YP_003047413.1","yjjU","ECB_04253","b4377",461043,461150,107,"clpPX-lon"
"YP_003047414.1","yjjV","ECB_04254","b4378",461150,461228,78,"clpPX-lon"
"YP_003047415.1","yjjW","ECB_04255","b4379",461270,461356,86,"no_op"
"YP_003047416.1","yjjI","ECB_04256","b4380",461353,461508,155,"no_op"
"YP_003047417.1","deoC","ECB_04257","b4381",461534,461612,78,"hupB"
"YP_003047418.1","deoA","ECB_04258","b4382",461625,461757,132,"no_op"
"YP_003047419.1","deoB","ECB_04259","b4383",461762,461884,122,"no_op"
